x,z,ue
5.395138431445e-02,-2.536601472338e-02,0.000000000000e+00
5.630236490293e-02,-2.566100627300e-02,1.876038015140e-02
5.869927379268e-02,-2.594262792993e-02,4.161932147600e-02
6.114181386837e-02,-2.621097958328e-02,6.348437926654e-02
6.362968460341e-02,-2.646616418509e-02,8.441110277873e-02
6.616258213992e-02,-2.670828777406e-02,1.044513065316e-01
6.874019936787e-02,-2.693745949815e-02,1.236533483259e-01
7.136222600322e-02,-2.715379163604e-02,1.420623868609e-01
7.402834866514e-02,-2.735739961730e-02,1.597206200507e-01
7.673825095192e-02,-2.754840204115e-02,1.766675052049e-01
7.949161351581e-02,-2.772692069374e-02,1.929399622567e-01
8.228811413636e-02,-2.789308056388e-02,2.085725612114e-01
8.512742779239e-02,-2.804700985706e-02,2.235976949549e-01
8.800922673245e-02,-2.818884000768e-02,2.380457385156e-01
9.093318054363e-02,-2.831870568939e-02,2.519451958199e-01
9.389895621865e-02,-2.843674482358e-02,2.653228349165e-01
9.690621822121e-02,-2.854309858562e-02,2.782038125891e-01
9.995462854946e-02,-2.863791140913e-02,2.906117892054e-01
1.030438467975e-01,-2.872133098788e-02,3.025690345980e-01
1.061735302151e-01,-2.879350827544e-02,3.140965257048e-01
1.093433337649e-01,-2.885459748243e-02,3.252140366458e-01
1.125529101779e-01,-2.890475607121e-02,3.359402218558e-01
1.158019100067e-01,-2.894414474808e-02,3.462926928441e-01
1.190899816765e-01,-2.897292745281e-02,3.562880891050e-01
1.224167715335e-01,-2.899127134545e-02,3.659421436579e-01
1.257819238917e-01,-2.899934679038e-02,3.752697436582e-01
1.291850810765e-01,-2.899732733747e-02,3.842849864802e-01
1.326258834665e-01,-2.898538970040e-02,3.930012316426e-01
1.361039695329e-01,-2.896371373193e-02,4.014311489108e-01
1.396189758763e-01,-2.893248239623e-02,4.095867628880e-01
1.431705372607e-01,-2.889188173804e-02,4.174794943746e-01
1.467582866459e-01,-2.884210084882e-02,4.251201987567e-01
1.503818552168e-01,-2.878333182961e-02,4.325192016582e-01
1.540408724105e-01,-2.871576975083e-02,4.396863320750e-01
1.577349659406e-01,-2.863961260867e-02,4.466309531888e-01
1.614637618197e-01,-2.855506127838e-02,4.533619910424e-01
